freq,Z_real,Z_imag
0.01,108590.73607663786,-7843.561864655863
0.01226330684177562,108129.55516174443,-6733.634968649928
0.0150388694695541,107733.77765730886,-5781.664661595224
0.01844262708585533,107394.12814459359,-4965.374292652392
0.022616759492228647,107102.64658786275,-4265.67457843255
0.02773562614198412,106852.50177280996,-3666.217949014531
0.03401304938279253,106637.83119403089,-3153.017537379073
0.04171124612056516,106453.6036362386,-2714.121971020742
0.05115178099293145,106295.5012242886,-2339.3384521938756
0.06272899858196243,106159.81817112697,-2019.997769365015
0.07692649574879146,106043.37384076141,-1748.7558950905784
0.09433732216299774,105943.4380738155,-1519.4277196925295
0.11568875283162833,105857.66700305116,-1326.8492682407564
0.1418726674116596,105784.04782072012,-1166.7654710299112
0.17398280529303659,105720.85115230641,-1035.7412241537552
0.21336045265014109,105666.58984377889,-931.0941052870138
0.26165046987488183,105619.98308112584,-850.8477184093407
0.320869999737045,105579.92482778341,-793.7052481470957
0.39349272630958454,105545.45557936064,-759.0434285150636
0.48255220427412787,105515.73638138911,-746.9277920412015
0.5917685748188819,105490.02391128482,-758.1507848705555
0.7257039612324216,105467.64515365308,-794.2951342185827
0.8899530352885224,105447.96974219478,-857.8257601484158
1.0913767146512738,105430.3773162367,-952.2145570524488
1.3383887531737564,105414.2161162154,-1082.103549933436
1.64130719537513,105398.74732648539,-1253.513262786674
2.0127853758499383,105383.06707602646,-1474.10459938076
2.4683404670686513,105365.99409775762,-1753.5040510413226
3.0270016537634614,105345.9051908915,-2103.703418053426
3.7121050090663648,105320.49190343384,-2539.5460484946134
4.55226827550731,105286.39892958777,-3079.3110366722003
5.5825862688627,105238.6857584568,-3745.40329770269
6.846096838574658,105170.02568357736,-4565.147973689781
8.395578619995103,105069.5174775303,-5571.666779168491
10.295755673125127,104920.93212656726,-6804.771879358028
12.626001098748565,104700.14950050993,-8311.732658416364
15.48365256585499,104371.46460064684,-10147.6237418763
18.988078244652634,103882.38624912647,-12374.704338080819
23.285662984981965,103156.58291404386,-15059.84847089206
28.555923019901062,102084.9106649397,-18268.384096277583
35.01900461431709,100515.30479015972,-22051.823214320375
42.944879887892725,98244.25660271638,-26426.170054104936
52.66462393484275,95016.23120708275,-31337.775812195836
64.58424430196978,90542.6146266417,-36617.32067305907
79.20164050192548,84555.77652889078,-41932.78552125776
97.12740198471168,76908.26288702426,-46770.2588861414
119.11031332830068,67700.07986718151,-50486.900242821175
146.06863203649888,57370.1556665309,-52465.3489342862
179.1284454622004,46662.64989863825,-52330.59163923255
219.67070907932353,36435.8099343289,-50109.02161667026
269.3889309590173,27403.671368068684,-46216.61474045249
330.35991201283395,19961.95123145063,-41285.1760433026
405.1304969235382,14173.63959835777,-35947.89842198656
496.8239594734388,9869.77136858266,-30697.1951426384
609.2704661368681,6775.697536802915,-25842.995724547305
747.1670675868082,4604.83707665065,-21537.59638052211
916.2739011886731,3107.60000155441,-17823.70543598878
1123.6548001387516,2087.1225654817354,-14679.294808599989
1377.9723598335568,1397.1949404103334,-12050.117853294123
1689.8497868124568,933.291959081307,-9870.048978715142
2072.3146452190294,622.5117691189126,-8072.431258144225
2541.3430367026367,414.82390777100875,-6595.67512141402
3116.52694492943,276.25755373178055,-5385.511955506366
3821.892620633119,183.90817985137215,-4395.44963021116
4686.904192314192,122.4044124932891,-3586.345694138523
5747.694424835352,81.4622469579134,-2925.6082944688624
7048.574036451903,54.21539501199469,-2386.2932893642537
8643.88262059827,36.08568632763301,-1946.2292854288607
10600.258488068825,24.023320063073587,-1587.2280495594537
12999.42224413245,15.997840309407973,-1294.3990537545417
15941.590374559995,10.65796160309358,-1055.567856403503
19549.661430912594,7.104617171347647,-860.7894912928152
23974.349678010785,4.739713845077864,-701.9449609867339
29400.480643347077,3.1654137420273436,-572.408560130956
36054.71154250506,2.1170958739959276,-466.7746208944233
44214.99907374487,1.4187495727728134,-380.6336175008142
54222.21006501592,0.9533000523476503,-310.38901075207434
66494.35996665046,0.6428702389913726,-253.10757979332834
81544.0739518517,0.4356529083746385,-206.3972051532678
100000.0,0.2971797818562337,-168.3071150159701
