freq,Z_real,Z_imag
0.01,92499.68257498994,-15915.38522159912
0.01226330684177562,91752.2006635962,-13501.95055147533
0.0150388694695541,91117.8604869507,-11457.70500930133
0.01844262708585533,90579.31933158218,-9726.70995557062
0.022616759492228647,90121.85623954958,-8261.591390032952
0.02773562614198412,89732.96954687093,-7022.243477854951
0.03401304938279253,89402.03515237209,-5974.730767276048
0.04171124612056516,89120.01617095072,-5090.3590488086475
0.05115178099293145,88879.21602998795,-4344.889414165967
0.06272899858196243,88673.06825466793,-3717.873984150603
0.07692649574879146,88495.95718954636,-3192.095095342884
0.09433732216299774,88343.06474695652,-2753.092555977786
0.11568875283162833,88210.23898043814,-2388.7659784519506
0.1418726674116596,88093.88087215547,-2089.0412342406858
0.17398280529303659,87990.84621269954,-1845.5918113286814
0.21336045265014109,87898.35985219992,-1651.6073305915102
0.26165046987488183,87813.93992302853,-1501.602734376677
0.320869999737045,87735.3298837279,-1391.2627296112505
0.39349272630958454,87660.43641585634,-1317.3169748296193
0.48255220427412787,87587.2713224941,-1277.4422655836481
0.5917685748188819,87513.89562899442,-1270.1886101399862
0.7257039612324216,87438.36407042773,-1294.9266056460178
0.8899530352885224,87358.6680606249,-1351.8139259247291
1.0913767146512738,87272.67506668324,-1441.7790098141977
1.3383887531737564,87178.06204971185,-1566.5201779155625
1.64130719537513,87072.24026515672,-1728.5183777933287
2.0127853758499383,86952.26823180325,-1931.061518951702
2.4683404670686513,86814.74906809886,-2178.2778438881833
3.0270016537634614,86655.70765738287,-2475.17489696035
3.7121050090663648,86470.44225907532,-2827.6792696541634
4.55226827550731,86253.34428724641,-3242.6702455651453
5.5825862688627,85997.67915384835,-3727.997515374674
6.846096838574658,85695.32055564212,-4292.469001491447
8.395578619995103,85336.43078666762,-4945.789201880843
10.295755673125127,84909.08127709788,-5698.421011681115
12.626001098748565,84398.81170183489,-6561.334491651603
15.48365256585499,83788.13434342651,-7545.594619854393
18.988078244652634,83056.00531428205,-8661.727483649518
23.285662984981965,82177.30884082353,-9918.792793024033
28.555923019901062,81122.43856445141,-11323.084517324884
35.01900461431709,79857.11348126843,-12876.388993858272
42.944879887892725,78342.63529972422,-14573.764024497732
52.66462393484275,76536.87052145795,-16400.88126472713
64.58424430196978,74396.30192860059,-18331.11749469312
79.20164050192548,71879.49635044353,-20322.800137546423
97.12740198471168,68952.21129813368,-22317.29318463181
119.11031332830068,65594.03689484776,-24238.880689262307
146.06863203649888,61805.90356159913,-25997.518289920205
179.1284454622004,57617.05670650607,-27495.271576436466
219.67070907932353,53089.46918411774,-28636.474619968598
269.3889309590173,48317.55452251572,-29340.369354873746
330.35991201283395,43421.83988799717,-29553.64116325075
405.1304969235382,38536.953529145794,-29259.560438405413
496.8239594734388,33796.27169636465,-28480.984787860514
609.2704661368681,29316.869647947915,-27276.265432176337
747.1670675868082,25188.299590152666,-25729.35516591982
916.2739011886731,21467.24600992275,-23937.042026918123
1123.6548001387516,18178.103174955646,-21996.559876244093
1377.9723598335568,15317.941269159212,-19995.97066313007
1689.8497868124568,12863.688148522471,-18008.336434239332
2072.3146452190294,10779.574248521143,-16089.486157690522
2541.3430367026367,9023.559676162931,-14278.486056738433
3116.52694492943,7552.178137803733,-12599.742172656192
3821.892620633119,6323.761557333926,-11065.815012481697
4686.904192314192,5300.299240048733,-9680.306439964292
5747.694424835352,4448.284581162891,-8440.45305333054
7048.574036451903,3738.8868444197205,-7339.267993461153
8643.88262059827,3147.719462242014,-6367.205030657223
10600.258488068825,2654.399914677533,-5513.389153921876
12999.42224413245,2242.0292673813483,-4766.486746434565
15941.590374559995,1896.6683985927905,-4115.2930725130645
19549.661430912594,1606.85250226935,-3549.1073950096056
23974.349678010785,1363.1626254169144,-3057.9540498172914
29400.480643347077,1157.8593178854353,-2632.695268586304
36054.71154250506,984.5759483402883,-2265.0703401578444
44214.99907374487,838.0656080632995,-1947.6864845124553
54222.21006501592,713.9942101033504,-1673.9796045017185
66494.35996665046,608.7723634257908,-1438.1576338430286
81544.0739518517,519.4192178262662,-1235.135186539642
100000.0,443.4523553671179,-1060.4653135077128
