freq,Z_real,Z_imag
0.01,30535.087804225608,-10107.107213018604
0.01226330684177562,30517.627030149884,-8317.379041388407
0.0150388694695541,30497.363514841818,-6869.634328834618
0.01844262708585533,30473.83519236443,-5702.530469717177
0.022616759492228647,30446.500089539393,-4766.3061267997255
0.02773562614198412,30414.72145724972,-4020.678544759621
0.03401304938279253,30377.749889016475,-3433.1323626394487
0.04171124612056516,30334.701784302535,-2977.5275258831375
0.05115178099293145,30284.53338770661,-2632.9670085327343
0.06272899858196243,30226.00949704749,-2382.8756320051425
0.07692649574879146,30157.665792371365,-2214.2497358960213
0.09433732216299774,30077.763612131686,-2117.0441556481787
0.11568875283162833,29984.235924500837,-2083.6681541482017
0.1418726674116596,29874.6232654698,-2108.5658413038464
0.17398280529303659,29745.99862872755,-2187.85935379799
0.21336045265014109,29594.88083050478,-2319.034786343168
0.26165046987488183,29417.136935592855,-2500.651696591937
0.320869999737045,29207.87620035099,-2732.057122308763
0.39349272630958454,28961.341037438582,-3013.0847338848143
0.48255220427412787,28670.80518450608,-3343.719485250561
0.5917685748188819,28328.496023477728,-3723.708745684494
0.7257039612324216,27925.567148444163,-4152.103708228194
0.8899530352885224,27452.15862976965,-4626.721808397997
1.0913767146512738,26897.59473759933,-5143.534476322926
1.3383887531737564,26250.77911529702,-5696.007515634153
1.64130719537513,25500.849834294873,-6274.455590304591
2.0127853758499383,24638.142750627278,-6865.516534464377
2.4683404670686513,23655.47070639837,-7451.898204866323
3.0270016537634614,22549.650347950406,-8012.583968311114
3.7121050090663648,21323.099802056873,-8523.67688486626
4.55226827550731,19985.21100798627,-8959.988698283129
5.5825862688627,18553.11653553207,-9297.322881403428
6.846096838574658,17051.48328141714,-9515.181684234389
8.395578619995103,15511.119808139658,-9599.414264103243
10.295755673125127,13966.469118170351,-9544.217657773874
12.626001098748565,12452.38593023311,-9352.986529461985
15.48365256585499,11000.830423829031,-9037.783507368584
18.988078244652634,9638.13861828604,-8617.571180836252
23.285662984981965,8383.339121307756,-8115.6577945818135
28.555923019901062,7247.668656151337,-7556.943252530072
35.01900461431709,6235.132562002028,-6965.4874021253
42.944879887892725,5343.766366772434,-6362.726156530979
52.66462393484275,4567.210134083115,-5766.435067098467
64.58424430196978,3896.2734394554705,-5190.364126301679
79.20164050192548,3320.2847880586805,-4644.373715695337
97.12740198471168,2828.133413692834,-4134.881340159825
119.11031332830068,2408.9959359591276,-3665.455021966387
146.06863203649888,2052.7892138516754,-3237.434557759759
179.1284454622004,1750.4103190738936,-2850.5074076982396
219.67070907932353,1493.8252131911854,-2503.202510726662
269.3889309590173,1276.0587407182923,-2193.290440428141
330.35991201283395,1091.1263734153006,-1918.0933545440757
405.1304969235382,933.936387844652,-1674.7157709507678
496.8239594734388,800.1814258513533,-1460.2099261489275
609.2704661368681,686.231058349636,-1271.689389379859
747.1670675868082,589.0318273811874,-1106.403126338029
916.2739011886731,506.0178395492837,-961.7802040307032
1123.6548001387516,435.03286507980465,-835.453289933812
1377.9723598335568,374.2636668072259,-725.2672620046333
1689.8497868124568,322.183638734688,-629.277701205358
2072.3146452190294,277.5055560418136,-545.742794795119
2541.3430367026367,239.1421781841533,-473.1112083570015
3116.52694492943,206.17350627147164,-410.0077446154354
3821.892620633119,177.81961380530336,-355.21805310716235
4686.904192314192,153.41810922443045,-307.673246380821
5747.694424835352,132.4054286559141,-266.43498160629946
7048.574036451903,114.30128694920546,-230.68135381823316
8643.88262059827,98.69572970929595,-199.6937969676857
10600.258488068825,85.23832737826416,-172.84508497087447
12999.42224413245,73.62913507364821,-149.58845450524356
15941.590374559995,63.61111041990582,-129.4478250464251
19549.661430912594,54.96373788662826,-112.00906262429474
23974.349678010785,47.49765407432553,-96.91221690024166
29400.480643347077,41.05010572292191,-83.84465270786554
36054.71154250506,35.481102504609794,-72.53499445879399
44214.99907374487,30.670151216664898,-62.747802856319176
54222.21006501592,26.513477906732188,-54.27890680180928
66494.35996665046,22.92166064192113,-46.95131825008541
81544.0739518517,19.81760880363763,-40.61166339432343
100000.0,17.134835540749584,-35.127069477292935
