freq,Z_real,Z_imag
0.01,549.3261195465591,-0.28667463953168376
0.01226330684177562,549.3260441608304,-0.3515578585869845
0.0150388694695541,549.325930789256,-0.43112610027022624
0.01844262708585533,549.3257602913133,-0.5287030014110857
0.022616759492228647,549.3255038818819,-0.6483644108037191
0.02773562614198412,549.3251182715358,-0.7951086133438943
0.03401304938279253,549.3245383581888,-0.9750650604177779
0.04171124612056516,549.3236662363814,-1.1957503042181674
0.05115178099293145,549.3223546689928,-1.466381787466263
0.06272899858196243,549.3203822317093,-1.798262523574495
0.07692649574879146,549.3174159356944,-2.20525260235753
0.09433732216299774,549.3129550221533,-2.7043469705123564
0.11568875283162833,549.3062464489209,-3.3163831675045876
0.1418726674116596,549.2961578217147,-4.066907742733027
0.17398280529303659,549.2809863646572,-4.9872360017954955
0.21336045265014109,549.25817178628,-6.115746503385009
0.26165046987488183,549.2238648077907,-7.499459135471247
0.320869999737045,549.1722790590145,-9.195953027533314
0.39349272630958454,549.0947181673732,-11.275686622247893
0.48255220427412787,548.9781165952102,-13.82478408715165
0.5917685748188819,548.8028542224488,-16.948344308460218
0.7257039612324216,548.5394900245236,-20.774300354593112
0.8899530352885224,548.1438956228064,-25.457788794457993
1.0913767146512738,547.5500395132874,-31.185843715195986
1.3383887531737564,546.65936585463,-38.18194596878933
1.64130719537513,545.3253357609252,-46.70942450049652
2.0127853758499383,543.3313194126338,-57.07174435616426
2.4683404670686513,540.3598502435292,-69.60605660468316
3.0270016537634614,535.9517922860728,-84.66369413179237
3.7121050090663648,529.4563399413405,-102.56735005393041
4.55226827550731,519.9790437185312,-123.52995080551297
5.5825862688627,506.3483329646081,-147.51737716256147
6.846096838574658,487.1437694737224,-174.04365965198994
8.395578619995103,460.857093282421,-201.91771231367179
10.295755673125127,426.265348391517,-229.03138573880085
12.626001098748565,383.028810608378,-252.3787922542971
15.48365256585499,332.33456105586373,-268.5361691594265
18.988078244652634,277.16743939604805,-274.6467628883081
23.285662984981965,221.7978986314984,-269.5214815939809
28.555923019901062,170.55818689746732,-254.1617785656596
35.01900461431709,126.5816923077532,-231.31687466651846
42.944879887892725,91.21424330740737,-204.40587238985228
52.66462393484275,64.2281451173324,-176.49957995870435
64.58424430196978,44.452245916858786,-149.79230787255074
79.20164050192548,30.384980531704684,-125.55011564722464
97.12740198471168,20.58892013427516,-104.31128259927898
119.11031332830068,13.867765955350938,-86.14092300494458
146.06863203649888,9.30318404879621,-70.84161150405207
179.1284454622004,6.224670451651209,-58.09644961360779
219.67070907932353,4.158129443168021,-47.55447415139762
269.3889309590173,2.7752686923714376,-38.87621857078821
330.35991201283395,1.8518543379265668,-31.754812640522772
405.1304969235382,1.2361067135604582,-25.923291222488267
496.8239594734388,0.8259019969652733,-21.154728665252527
609.2704661368681,0.5527989406042216,-17.25901672355922
747.1670675868082,0.37105021838009866,-14.078366442097431
916.2739011886731,0.25013091426835826,-11.482602278172637
1123.6548001387516,0.1696969050530894,-9.364753332463478
1377.9723598335568,0.11619977954612276,-7.637145297307627
1689.8497868124568,0.0806214383215703,-6.228042841344061
2072.3146452190294,0.056961296300351356,-5.078818633800883
2541.3430367026367,0.041227507891544425,-4.141594254963126
3116.52694492943,0.030764927021230494,-3.377289010195125
3821.892620633119,0.02380768020290292,-2.7540139292879258
4686.904192314192,0.01918140590312998,-2.2457540689245206
5747.694424835352,0.016105151281381895,-1.831289614354767
7048.574036451903,0.014059596386868479,-1.4933137182745762
8643.88262059827,0.012699409318840843,-1.2177118580096535
10600.258488068825,0.011794957904858298,-0.9929734929559915
12999.42224413245,0.011193547077246605,-0.8097119259214224
15941.590374559995,0.010793642067692047,-0.6602725723527775
19549.661430912594,0.010527727468801994,-0.5384134153201069
23974.349678010785,0.01035090911570162,-0.4390443748785538
29400.480643347077,0.010233334820492854,-0.35801474636103603
36054.71154250506,0.010155154517548108,-0.2919398510809247
44214.99907374487,0.010103169013166541,-0.23805967058955185
54222.21006501592,0.01006860157930597,-0.19412356605090866
66494.35996665046,0.010045616182995267,-0.15829627088221856
81544.0739518517,0.010030332189767871,-0.12908123178273304
100000.0,0.010020169195823169,-0.10525809705027098
