freq,Z_real,Z_imag
0.01,65262.32089766745,-5368.082745225668
0.01226330684177562,64591.9118852651,-5813.797287710925
0.0150388694695541,63857.96956501746,-6282.689851915893
0.01844262708585533,63055.97513139421,-6773.0908559242625
0.022616759492228647,62181.50325751438,-7282.628005072278
0.02773562614198412,61230.350602920895,-7808.144145253073
0.03401304938279253,60198.69087698613,-8345.628401724673
0.04171124612056516,59083.25588261136,-8890.168964547476
0.05115178099293145,57881.539590553286,-9435.936992315115
0.06272899858196243,56592.0192637788,-9976.211601375022
0.07692649574879146,55214.38410061436,-10503.45544540797
0.09433732216299774,53749.75809409515,-11009.448633483447
0.11568875283162833,52200.90029348226,-11485.485431144503
0.1418726674116596,50572.36304652159,-11922.633269426098
0.17398280529303659,48870.58783248493,-12312.047265700128
0.21336045265014109,47103.919658036,-12645.326307767227
0.26165046987488183,45282.525146870874,-12914.889696758157
0.320869999737045,43418.206458645735,-13114.347573741221
0.39349272630958454,41524.11251152832,-13238.835111158276
0.48255220427412787,39614.359557442025,-13285.280740661738
0.5917685748188819,37703.58341839047,-13252.582990073844
0.7257039612324216,35806.453923934976,-13141.67855044679
0.8899530352885224,33937.186807474915,-12955.494950892677
1.0913767146512738,32109.088631734146,-12698.79304751336
1.3383887531737564,30334.166160083463,-12377.915553524688
1.64130719537513,28622.823753413944,-12000.466356392584
2.0127853758499383,26983.66227390668,-11574.950248092382
2.4683404670686513,25423.382318978503,-11110.403563521113
3.0270016537634614,23946.784980550095,-10616.043463734279
3.7121050090663648,22556.855892981155,-10100.958166500108
4.55226827550731,21254.91368220149,-9573.853544812124
5.5825862688627,20040.80206641442,-9042.86439482406
6.846096838574658,18913.10534387544,-8515.432288218868
8.395578619995103,17869.369131220134,-7998.246884534219
10.295755673125127,16906.311200880107,-7497.244131012356
12.626001098748565,16020.010376795828,-7017.652851741392
15.48365256585499,15206.06408015255,-6564.080524527055
18.988078244652634,14459.706812354776,-6140.629106145035
23.285662984981965,13775.882288289744,-5751.03201255439
28.555923019901062,13149.260859414808,-5398.803052217458
35.01900461431709,12574.191184520665,-5087.386238342649
42.944879887892725,12044.570966348834,-4820.290472926617
52.66462393484275,11553.616792023531,-4601.182808591476
64.58424430196978,11093.510139627531,-4433.894968601701
79.20164050192548,10654.901494410435,-4322.265714643082
97.12740198471168,10226.280445250497,-4269.693092535723
119.11031332830068,9793.291741946075,-4278.209714749434
146.06863203649888,9338.234620684063,-4346.849830297362
179.1284454622004,8840.261820408134,-4469.135059519012
219.67070907932353,8277.159165215668,-4629.84422758549
269.3889309590173,7629.764461943034,-4802.074838834666
330.35991201283395,6889.406686400995,-4946.89667229606
405.1304969235382,6066.4736148675,-5018.643880963685
496.8239594734388,5195.008122827725,-4977.0028843517
609.2704661368681,4327.601668447561,-4801.685934050987
747.1670675868082,3520.330644357503,-4500.8132590510195
916.2739011886731,2815.7057135075947,-4106.866143559058
1123.6548001387516,2233.432116547814,-3663.257577927222
1377.9723598335568,1771.927176247542,-3210.4606881341256
1689.8497868124568,1416.153357437048,-2778.114840298708
2072.3146452190294,1145.8747701999775,-2383.6288503455844
2541.3430367026367,941.2390711248245,-2034.5138853791805
3116.52694492943,785.4249091535188,-1731.7094642367713
3821.892620633119,665.3081897825309,-1472.4436974532937
4686.904192314192,571.1411877170093,-1252.2183772856522
5747.694424835352,495.89197240249854,-1066.0123682758829
7048.574036451903,434.56820620447854,-908.93285325806
8643.88262059827,383.6492565151854,-776.5229401498846
10600.258488068825,340.6516041834248,-664.8734191217277
12999.42224413245,303.81285930514974,-570.6314666976764
15941.590374559995,271.8688330280634,-490.9603194089791
19549.661430912594,243.89907793480313,-423.4795867474155
23974.349678010785,219.22099488685828,-366.2015784876683
29400.480643347077,197.31764016356266,-317.4710169557939
36054.71154250506,177.78860508759198,-275.911199372455
44214.99907374487,160.31656444703583,-240.37745947546057
54222.21006501592,144.64441725534112,-209.91770614337042
66494.35996665046,130.55957330221435,-183.73935405131613
81544.0739518517,117.88305976906103,-161.18181147184413
100000.0,106.4618841590841,-141.69369304660893
